datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-05-03T08:00:00Z,2,0,1,2,22.96,26.515,83,19.0012,24,435,459
2012-08-02T07:00:00Z,3,0,1,1,28.7,33.335,79,0,21,452,473
2011-05-09T15:00:00Z,2,0,1,1,25.42,31.06,41,15.0013,51,148,199
2011-04-18T10:00:00Z,2,0,1,2,21.32,25,55,7.0015,41,68,109
2012-02-01T11:00:00Z,1,0,1,1,16.4,20.455,58,11.0014,27,116,143
2011-06-02T13:00:00Z,2,0,1,1,32.8,34.09,24,23.9994,35,168,203
2011-11-14T17:00:00Z,4,0,1,1,25.42,31.06,46,16.9979,55,464,519
2012-01-17T02:00:00Z,1,0,1,3,11.48,13.635,75,16.9979,0,12,12
2011-07-04T13:00:00Z,3,1,0,2,31.98,35.605,49,0,242,181,423
2011-01-12T08:00:00Z,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
2012-11-06T22:00:00Z,4,0,1,2,12.3,14.395,56,15.0013,17,136,153
2011-01-03T01:00:00Z,1,0,1,1,8.2,8.335,44,27.9993,0,2,2
2011-11-01T02:00:00Z,4,0,1,2,14.76,17.425,81,11.0014,1,3,4
2012-11-06T19:00:00Z,4,0,1,1,12.3,14.395,56,15.0013,15,356,371
2011-12-14T21:00:00Z,4,0,1,2,13.94,16.665,66,11.0014,9,145,154
2011-04-04T20:00:00Z,2,0,1,2,28.7,31.82,24,36.9974,40,133,173
2012-10-06T14:00:00Z,4,0,0,2,24.6,31.06,56,27.9993,269,307,576
2011-06-15T18:00:00Z,2,0,1,1,29.52,32.575,32,8.9981,80,527,607
2011-02-11T21:00:00Z,1,0,1,1,8.2,10.605,59,8.9981,1,46,47
2012-07-18T11:00:00Z,3,0,1,1,36.9,42.425,42,0,47,136,183
2011-09-03T04:00:00Z,3,0,0,1,25.42,29.545,73,11.0014,3,4,7
2012-11-03T19:00:00Z,4,0,0,1,14.76,17.425,50,11.0014,22,217,239
2012-09-01T09:00:00Z,3,0,0,2,31.16,35.605,58,12.998,62,175,237
2011-10-19T12:00:00Z,4,0,1,3,21.32,25,94,22.0028,13,117,130
2012-11-05T03:00:00Z,4,0,1,2,12.3,14.395,56,15.0013,1,3,4
2011-06-09T15:00:00Z,2,0,1,1,38.54,41.665,31,11.0014,18,86,104
2011-09-13T12:00:00Z,3,0,1,1,29.52,33.335,58,15.0013,43,144,187
2011-06-17T20:00:00Z,2,0,1,1,26.24,29.545,78,7.0015,40,192,232
2012-10-17T06:00:00Z,4,0,1,1,15.58,19.695,82,0,7,171,178
2011-03-05T21:00:00Z,1,0,0,2,18.04,21.97,72,22.0028,12,60,72
2012-09-07T10:00:00Z,3,0,1,1,29.52,34.85,74,8.9981,53,171,224
2012-04-14T22:00:00Z,2,0,0,2,22.14,25.76,52,11.0014,64,148,212
2011-06-11T03:00:00Z,2,0,0,1,27.88,31.82,83,6.0032,10,18,28
2012-09-06T04:00:00Z,3,0,1,2,28.7,33.335,84,6.0032,0,8,8
2012-09-01T14:00:00Z,3,0,0,2,35.26,39.395,44,11.0014,240,274,514
2011-08-12T08:00:00Z,3,0,1,1,27.88,31.82,39,15.0013,29,397,426
2011-09-09T14:00:00Z,3,0,1,1,29.52,34.85,74,6.0032,29,119,148
2011-08-10T14:00:00Z,3,0,1,1,34.44,36.365,34,22.0028,62,116,178
2011-08-15T17:00:00Z,3,0,1,1,30.34,33.335,51,19.0012,59,471,530
2012-03-13T08:00:00Z,1,0,1,1,18.86,22.725,82,19.0012,22,571,593
2012-02-06T11:00:00Z,1,0,1,1,10.66,13.635,70,8.9981,12,104,116
2011-09-11T14:00:00Z,3,0,0,1,29.52,33.335,58,19.0012,120,222,342
2012-05-04T19:00:00Z,2,0,1,1,28.7,32.575,51,8.9981,64,388,452
2011-04-03T09:00:00Z,2,0,0,1,14.76,15.91,50,32.9975,68,74,142
2011-06-11T17:00:00Z,2,0,0,2,30.34,34.09,58,11.0014,147,190,337
2012-12-10T16:00:00Z,4,0,1,2,20.5,24.24,88,7.0015,37,308,345
2011-07-13T11:00:00Z,3,0,1,1,34.44,37.12,39,11.0014,55,110,165
2011-02-03T12:00:00Z,1,0,1,1,8.2,9.09,40,23.9994,2,67,69
2012-05-18T02:00:00Z,2,0,1,1,19.68,23.485,67,8.9981,12,9,21
2012-03-02T09:00:00Z,1,0,1,1,12.3,16.665,81,0,15,299,314
2012-02-14T21:00:00Z,1,0,1,2,14.76,18.18,50,7.0015,4,105,109
2011-03-01T12:00:00Z,1,0,1,1,12.3,15.15,39,8.9981,6,80,86
2011-05-03T16:00:00Z,2,0,1,1,29.52,33.335,54,31.0009,46,225,271
2011-06-10T22:00:00Z,2,0,1,1,29.52,34.85,74,16.9979,40,145,185
2012-12-10T21:00:00Z,4,0,1,2,18.86,22.725,94,12.998,21,224,245
2012-04-17T18:00:00Z,2,0,1,1,26.24,30.305,25,19.0012,105,670,775
2012-11-10T02:00:00Z,4,0,0,1,13.12,17.425,81,0,2,42,44
2012-07-11T23:00:00Z,3,0,1,2,28.7,32.575,58,16.9979,20,132,152
2011-08-12T10:00:00Z,3,0,1,1,30.34,32.575,33,7.0015,44,86,130
2012-08-13T16:00:00Z,3,0,1,1,32.8,35.605,36,6.0032,116,348,464
2011-05-16T19:00:00Z,2,0,1,1,23.78,27.275,83,16.9979,36,272,308
2012-07-19T22:00:00Z,3,0,1,3,27.06,29.545,89,16.9979,6,62,68
2011-01-05T07:00:00Z,1,0,1,1,7.38,9.09,43,12.998,1,87,88
2011-04-13T01:00:00Z,2,0,1,2,16.4,20.455,100,19.9995,0,1,1
2012-05-04T22:00:00Z,2,0,1,1,24.6,28.03,83,8.9981,50,182,232
2012-06-17T20:00:00Z,2,0,0,1,25.42,31.06,57,12.998,101,201,302
2012-05-11T13:00:00Z,2,0,1,1,24.6,30.305,26,26.0027,100,263,363
2011-02-11T22:00:00Z,1,0,1,1,8.2,11.365,64,6.0032,2,41,43
2011-10-14T14:00:00Z,4,0,1,1,25.42,31.06,43,23.9994,37,119,156
2011-01-15T07:00:00Z,1,0,0,1,5.74,10.605,63,0,1,9,10
2012-10-02T07:00:00Z,4,0,1,3,23.78,27.275,83,7.0015,4,256,260
2012-11-12T04:00:00Z,4,1,0,1,16.4,20.455,76,6.0032,1,3,4
2012-08-02T23:00:00Z,3,0,1,1,29.52,34.09,70,16.9979,25,152,177
2012-01-11T22:00:00Z,1,0,1,3,13.94,16.665,87,12.998,0,49,49
2011-06-15T10:00:00Z,2,0,1,1,26.24,31.06,47,11.0014,27,108,135
2011-05-16T05:00:00Z,2,0,1,1,20.5,24.24,93,12.998,1,20,21
2011-05-02T01:00:00Z,2,0,1,1,18.86,22.725,72,8.9981,41,73,114
2011-06-03T15:00:00Z,2,0,1,1,28.7,31.82,28,19.0012,56,156,212
2012-05-05T18:00:00Z,2,0,0,2,27.06,31.06,69,23.9994,156,278,434
2011-04-03T01:00:00Z,2,0,0,1,12.3,15.91,61,7.0015,8,26,34
2012-02-07T05:00:00Z,1,0,1,1,13.12,16.665,49,6.0032,0,15,15
2011-11-14T13:00:00Z,4,0,1,1,24.6,31.06,49,26.0027,50,153,203
2011-04-08T17:00:00Z,2,0,1,3,13.12,15.15,93,16.9979,10,138,148
2011-12-16T08:00:00Z,4,0,1,1,14.76,16.665,46,27.9993,10,449,459
2011-08-19T23:00:00Z,3,0,1,2,24.6,27.275,88,6.0032,18,88,106
2012-12-04T22:00:00Z,4,0,1,2,20.5,24.24,63,19.9995,26,155,181
2012-11-01T14:00:00Z,4,0,1,2,16.4,20.455,50,15.0013,31,154,185
2011-02-18T14:00:00Z,1,0,1,1,27.06,31.06,36,19.9995,73,118,191
2011-04-12T21:00:00Z,2,0,1,2,17.22,21.21,82,12.998,10,74,84
2011-02-11T20:00:00Z,1,0,1,1,9.02,11.365,55,8.9981,2,61,63
2011-08-09T03:00:00Z,3,0,1,1,29.52,34.09,62,0,0,3,3
2012-11-11T17:00:00Z,4,0,0,1,22.14,25.76,45,11.0014,151,342,493
2012-05-13T11:00:00Z,2,0,0,1,25.42,31.06,57,16.9979,150,278,428
2012-10-13T18:00:00Z,4,0,0,1,18.86,22.725,44,8.9981,174,299,473
2012-10-01T16:00:00Z,4,0,1,2,25.42,31.06,46,16.9979,51,408,459
2012-10-04T12:00:00Z,4,0,1,2,29.52,33.335,54,12.998,57,231,288
2011-08-10T16:00:00Z,3,0,1,1,35.26,37.12,26,19.9995,76,206,282
2012-07-07T17:00:00Z,3,0,0,1,39.36,42.425,26,8.9981,103,176,279
2012-09-02T21:00:00Z,3,0,0,1,28.7,32.575,70,11.0014,79,92,171
2012-02-16T10:00:00Z,1,0,1,3,13.12,16.665,70,8.9981,2,42,44
2012-06-08T06:00:00Z,2,0,1,1,21.32,25,68,6.0032,8,131,139
2012-10-12T20:00:00Z,4,0,1,1,17.22,21.21,47,8.9981,28,280,308
2011-07-18T13:00:00Z,3,0,1,1,33.62,39.395,56,16.9979,27,125,152
2011-01-11T08:00:00Z,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
2011-09-14T17:00:00Z,3,0,1,1,31.16,34.85,52,19.0012,87,512,599
2012-11-15T15:00:00Z,4,0,1,2,15.58,19.695,58,11.0014,26,191,217
2011-06-06T05:00:00Z,2,0,1,1,22.96,26.515,88,6.0032,7,24,31
2011-08-17T19:00:00Z,3,0,1,1,31.16,34.85,55,15.0013,50,297,347
2012-06-05T11:00:00Z,2,0,1,2,22.96,26.515,56,12.998,65,162,227
2012-11-18T04:00:00Z,4,0,0,2,12.3,14.395,81,12.998,4,8,12
2011-03-02T14:00:00Z,1,0,1,1,21.32,25,23,19.9995,21,75,96
2011-12-13T06:00:00Z,4,0,1,1,8.2,12.88,80,0,0,92,92
2011-05-16T13:00:00Z,2,0,1,1,27.88,31.82,51,0,61,153,214
2012-02-11T21:00:00Z,1,0,0,1,5.74,3.79,43,43.0006,5,43,48
2011-06-19T17:00:00Z,2,0,0,1,30.34,33.335,51,0,159,238,397
2011-09-09T13:00:00Z,3,0,1,1,28.7,33.335,79,6.0032,14,108,122
2011-01-08T18:00:00Z,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
2011-12-12T03:00:00Z,4,0,1,1,7.38,12.12,74,0,0,2,2
2012-08-11T17:00:00Z,3,0,0,3,30.34,34.85,66,23.9994,220,292,512
2012-08-14T18:00:00Z,3,0,1,1,31.16,35.605,62,19.0012,97,757,854
2012-06-15T12:00:00Z,2,0,1,1,28.7,31.82,45,11.0014,111,292,403
2012-07-15T21:00:00Z,3,0,0,1,29.52,34.85,79,6.0032,59,164,223
2011-01-01T00:00:00Z,1,0,0,1,9.84,14.395,81,0,3,13,16
2011-06-02T12:00:00Z,2,0,1,1,31.16,33.335,25,31.0009,39,193,232
2012-12-19T04:00:00Z,4,0,1,1,9.84,12.12,75,8.9981,1,6,7
2011-02-03T03:00:00Z,1,0,1,1,7.38,8.335,43,16.9979,0,1,1
2012-04-04T15:00:00Z,2,0,1,2,26.24,31.06,44,19.0012,86,182,268
2011-03-13T19:00:00Z,1,0,0,1,14.76,16.665,50,23.9994,28,73,101
2012-01-01T00:00:00Z,1,0,0,1,14.76,18.94,66,0,5,43,48
2012-08-02T08:00:00Z,3,0,1,1,29.52,34.85,74,7.0015,21,718,739
2012-08-04T22:00:00Z,3,0,0,1,31.16,36.365,66,19.0012,104,165,269
2011-11-15T00:00:00Z,4,0,1,1,22.96,26.515,64,23.9994,7,15,22
2012-09-06T23:00:00Z,3,0,1,1,26.24,28.79,89,11.0014,19,150,169
2011-09-13T13:00:00Z,3,0,1,1,30.34,33.335,51,19.0012,48,136,184
2012-06-06T20:00:00Z,2,0,1,1,22.14,25.76,73,19.0012,59,349,408
2012-11-15T14:00:00Z,4,0,1,2,15.58,19.695,54,11.0014,27,174,201
2011-04-15T17:00:00Z,2,1,0,2,20.5,24.24,63,26.0027,64,267,331
2012-07-06T11:00:00Z,3,0,1,1,34.44,36.365,32,6.0032,92,141,233
2012-07-13T16:00:00Z,3,0,1,2,32.8,35.605,36,15.0013,111,381,492
2012-01-03T05:00:00Z,1,0,1,1,5.74,6.82,54,12.998,0,12,12
2012-01-09T11:00:00Z,1,0,1,2,10.66,14.395,56,6.0032,6,82,88
2011-07-18T17:00:00Z,3,0,1,1,34.44,39.395,49,22.0028,72,473,545
2012-07-03T20:00:00Z,3,0,1,3,31.16,34.85,55,32.9975,80,296,376
2011-08-04T18:00:00Z,3,0,1,1,28.7,33.335,74,19.9995,88,435,523
2012-01-03T00:00:00Z,1,0,1,1,8.2,9.85,51,16.9979,0,13,13
2011-02-03T07:00:00Z,1,0,1,1,5.74,6.06,50,22.0028,1,86,87
2012-06-18T02:00:00Z,2,0,1,1,22.14,25.76,77,15.0013,3,6,9
2012-04-04T05:00:00Z,2,0,1,1,17.22,21.21,67,6.0032,0,27,27
2011-08-08T04:00:00Z,3,0,1,1,27.06,29.545,89,7.0015,2,8,10
2012-12-13T18:00:00Z,4,0,1,1,13.12,16.665,42,7.0015,20,446,466
2012-01-08T23:00:00Z,1,0,0,1,10.66,12.12,56,16.9979,0,30,30
2011-01-03T08:00:00Z,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
2011-11-19T14:00:00Z,4,0,0,1,17.22,21.21,32,19.9995,121,228,349
2012-07-04T18:00:00Z,3,1,0,1,36.9,42.425,42,12.998,159,271,430
2011-04-19T08:00:00Z,2,0,1,2,20.5,24.24,68,8.9981,20,331,351
2012-01-16T01:00:00Z,1,1,0,1,5.74,8.335,43,7.0015,2,18,20
2012-11-17T04:00:00Z,4,0,0,1,9.84,11.365,70,12.998,1,6,7
2012-02-01T17:00:00Z,1,0,1,1,23.78,27.275,43,12.998,31,508,539
2011-06-08T15:00:00Z,2,0,1,1,37.72,43.94,40,11.0014,28,100,128
2011-03-01T23:00:00Z,1,0,1,1,9.84,11.365,65,15.0013,2,23,25
2011-06-13T04:00:00Z,2,0,1,1,22.96,26.515,64,19.9995,1,3,4
2011-01-05T12:00:00Z,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
2011-04-12T20:00:00Z,2,0,1,2,17.22,21.21,82,19.0012,9,94,103
2012-01-10T19:00:00Z,1,0,1,1,15.58,19.695,46,7.0015,11,270,281
2012-04-04T11:00:00Z,2,0,1,2,24.6,31.06,43,23.9994,61,152,213
2011-09-18T22:00:00Z,3,0,0,2,22.14,25.76,68,6.0032,9,75,84
2011-02-08T14:00:00Z,1,0,1,1,9.02,9.85,37,27.9993,3,61,64
2011-01-06T04:00:00Z,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
2011-06-07T07:00:00Z,2,0,1,2,26.24,30.305,69,12.998,23,311,334
2011-05-06T18:00:00Z,2,0,1,3,22.14,25.76,52,23.9994,85,385,470
2011-03-09T12:00:00Z,1,0,1,2,13.12,15.15,76,16.9979,14,84,98
2012-03-04T01:00:00Z,1,0,0,2,15.58,19.695,34,12.998,16,60,76
2012-02-15T22:00:00Z,1,0,1,1,13.94,17.425,49,7.0015,3,104,107
2012-03-12T15:00:00Z,1,0,1,1,22.96,26.515,40,8.9981,74,159,233
2011-09-04T23:00:00Z,3,0,0,2,29.52,34.09,70,11.0014,46,58,104
2012-02-04T13:00:00Z,1,0,0,2,12.3,14.395,70,12.998,58,244,302
2012-06-06T01:00:00Z,2,0,1,1,21.32,25,68,0,6,21,27
2012-11-07T17:00:00Z,4,0,1,2,13.12,14.395,53,26.0027,16,501,517
2011-12-05T19:00:00Z,4,0,1,2,18.86,22.725,77,0,13,295,308
2011-02-01T22:00:00Z,1,0,1,2,9.02,12.88,87,6.0032,2,34,36
2012-10-12T01:00:00Z,4,0,1,1,16.4,20.455,66,6.0032,8,29,37
2012-09-09T07:00:00Z,3,0,0,1,22.14,25.76,73,11.0014,20,50,70
2012-06-02T19:00:00Z,2,0,0,1,26.24,31.06,36,11.0014,185,369,554
2011-06-18T03:00:00Z,2,0,0,1,24.6,27.275,88,6.0032,4,16,20
2011-06-11T02:00:00Z,2,0,0,1,28.7,33.335,79,7.0015,10,50,60
2011-11-16T06:00:00Z,4,0,1,2,18.86,22.725,94,6.0032,4,52,56
2011-10-09T00:00:00Z,4,0,0,1,18.86,22.725,88,6.0032,46,83,129
2012-09-02T10:00:00Z,3,0,0,2,29.52,34.85,79,0,158,230,388
2012-12-09T03:00:00Z,4,0,0,2,16.4,20.455,87,7.0015,14,34,48
2012-07-10T08:00:00Z,3,0,1,1,29.52,34.85,74,8.9981,34,615,649
2012-09-14T03:00:00Z,3,0,1,1,22.14,25.76,77,0,5,9,14
2011-08-05T09:00:00Z,3,0,1,1,29.52,33.335,58,7.0015,43,183,226
2012-04-08T14:00:00Z,2,0,0,1,24.6,29.545,18,30.0026,254,249,503
2012-01-06T22:00:00Z,1,0,1,1,14.76,17.425,50,12.998,12,123,135
2012-10-05T02:00:00Z,4,0,1,1,22.14,25.76,73,6.0032,1,10,11
2011-04-09T19:00:00Z,2,0,0,2,15.58,19.695,82,8.9981,47,83,130
2012-05-06T10:00:00Z,2,0,0,2,22.14,25.76,77,7.0015,112,221,333
2012-12-17T22:00:00Z,4,0,1,2,17.22,21.21,94,8.9981,5,49,54
2011-07-12T00:00:00Z,3,0,1,1,28.7,33.335,79,8.9981,3,19,22
2011-11-11T04:00:00Z,4,1,0,1,12.3,14.395,61,12.998,0,8,8
2011-06-16T06:00:00Z,2,0,1,3,23.78,27.275,73,11.0014,8,104,112
2011-11-04T17:00:00Z,4,0,1,1,17.22,21.21,38,23.9994,42,438,480
2012-12-05T20:00:00Z,4,0,1,1,13.94,15.15,46,26.0027,19,274,293
2012-09-13T00:00:00Z,3,0,1,1,22.96,26.515,73,6.0032,11,46,57
2012-10-08T04:00:00Z,4,1,0,1,13.12,16.665,87,8.9981,1,6,7
2011-04-18T01:00:00Z,2,0,1,1,18.86,22.725,47,8.9981,11,8,19
2011-11-04T18:00:00Z,4,0,1,1,17.22,21.21,32,31.0009,35,339,374
2011-04-04T21:00:00Z,2,0,1,2,28.7,31.82,30,30.0026,19,76,95
2011-02-13T20:00:00Z,1,0,0,1,16.4,20.455,35,22.0028,15,32,47
2012-10-12T15:00:00Z,4,0,1,1,21.32,25,42,30.0026,138,317,455
2011-11-06T14:00:00Z,4,0,0,1,18.86,22.725,55,12.998,101,219,320
2011-06-16T23:00:00Z,2,0,1,3,24.6,28.03,83,16.9979,2,14,16
2012-04-17T03:00:00Z,2,0,1,1,22.96,26.515,83,6.0032,0,6,6
2012-09-11T01:00:00Z,3,0,1,1,20.5,24.24,63,0,0,10,10
2012-03-06T18:00:00Z,1,0,1,1,13.94,15.15,42,22.0028,15,442,457
2012-10-02T01:00:00Z,4,0,1,2,22.14,25.76,77,7.0015,0,11,11
2012-07-14T02:00:00Z,3,0,0,2,28.7,32.575,54,7.0015,10,91,101
2011-03-18T11:00:00Z,1,0,1,1,22.14,25.76,52,19.0012,55,104,159
2011-09-13T06:00:00Z,3,0,1,1,22.96,26.515,88,7.0015,6,116,122
2012-02-09T19:00:00Z,1,0,1,1,13.12,16.665,33,7.0015,8,287,295
2012-02-13T10:00:00Z,1,0,1,1,5.74,7.575,50,8.9981,1,70,71
2011-07-01T22:00:00Z,3,0,1,1,28.7,31.82,42,0,49,173,222
2011-09-10T11:00:00Z,3,0,0,1,29.52,34.09,62,16.9979,108,252,360
2011-07-05T01:00:00Z,3,0,1,1,28.7,32.575,65,7.0015,15,24,39
2012-01-01T05:00:00Z,1,0,0,1,11.48,14.395,81,7.0015,0,5,5
2012-11-06T10:00:00Z,4,0,1,1,12.3,14.395,49,12.998,41,189,230
2012-07-19T16:00:00Z,3,0,1,1,34.44,38.635,47,6.0032,70,288,358
2012-06-08T11:00:00Z,2,0,1,1,28.7,31.82,42,16.9979,65,199,264
2012-10-17T15:00:00Z,4,0,1,2,23.78,27.275,43,15.0013,62,239,301
2011-05-16T15:00:00Z,2,0,1,1,29.52,33.335,51,0,55,110,165
2011-04-16T05:00:00Z,2,0,0,2,15.58,19.695,87,19.0012,1,3,4
2012-07-03T18:00:00Z,3,0,1,2,35.26,37.12,30,0,85,542,627
2011-10-03T05:00:00Z,4,0,1,2,14.76,18.18,76,7.0015,4,17,21
2011-08-16T22:00:00Z,3,0,1,1,28.7,32.575,61,0,31,121,152
2011-02-12T09:00:00Z,1,0,0,1,6.56,9.09,64,8.9981,5,38,43
2012-12-04T19:00:00Z,4,0,1,1,19.68,23.485,67,15.0013,46,414,460
2011-10-05T17:00:00Z,4,0,1,1,26.24,31.06,47,16.9979,66,525,591
2011-07-05T22:00:00Z,3,0,1,1,31.16,36.365,66,15.0013,31,124,155
2012-01-14T14:00:00Z,1,0,0,1,9.84,10.605,41,19.9995,52,179,231
2011-11-04T16:00:00Z,4,0,1,1,18.86,22.725,36,26.0027,53,237,290
2011-08-02T11:00:00Z,3,0,1,1,34.44,36.365,32,27.9993,32,96,128
2011-04-07T04:00:00Z,2,0,1,1,13.94,16.665,76,12.998,0,1,1
2011-11-14T11:00:00Z,4,0,1,2,22.14,25.76,60,19.0012,22,106,128
2011-08-17T16:00:00Z,3,0,1,1,33.62,37.12,43,15.0013,62,238,300
2011-02-09T08:00:00Z,1,0,1,1,4.1,6.82,42,0,1,198,199
2012-07-05T04:00:00Z,3,0,1,1,29.52,33.335,58,0,0,7,7
2011-05-18T12:00:00Z,2,0,1,1,22.96,26.515,94,19.9995,12,42,54
2012-04-02T07:00:00Z,2,0,1,1,13.94,15.15,66,26.0027,12,294,306
2012-11-12T12:00:00Z,4,1,0,1,22.96,26.515,64,15.0013,105,314,419
2011-02-12T18:00:00Z,1,0,0,1,11.48,12.88,38,22.0028,4,60,64
2011-04-02T11:00:00Z,2,0,0,2,16.4,20.455,47,11.0014,72,126,198
2011-05-12T10:00:00Z,2,0,1,2,22.14,25.76,68,15.0013,28,119,147
2011-04-16T13:00:00Z,2,0,0,3,18.86,22.725,94,35.0008,9,49,58
2011-04-01T23:00:00Z,2,0,1,1,12.3,15.91,61,6.0032,12,41,53
2012-05-15T05:00:00Z,2,0,1,3,22.96,26.515,94,15.0013,0,8,8
2012-07-14T11:00:00Z,3,0,0,2,29.52,34.09,70,7.0015,143,296,439
2012-12-16T19:00:00Z,4,0,0,1,14.76,17.425,93,8.9981,10,99,109
2012-08-14T04:00:00Z,3,0,1,2,27.88,31.82,83,12.998,0,5,5
2012-09-06T08:00:00Z,3,0,1,3,28.7,33.335,79,0,24,622,646
2011-05-01T21:00:00Z,2,0,0,2,18.86,22.725,82,0,23,82,105
2011-12-04T16:00:00Z,4,0,0,1,17.22,21.21,58,15.0013,64,266,330
2012-10-15T00:00:00Z,4,0,1,2,22.96,26.515,73,16.9979,17,31,48
2012-12-07T08:00:00Z,4,0,1,2,12.3,14.395,75,12.998,11,430,441
2011-07-12T11:00:00Z,3,0,1,1,33.62,38.635,52,11.0014,39,86,125
2012-07-16T04:00:00Z,3,0,1,1,27.88,31.82,79,7.0015,1,11,12
2011-02-19T21:00:00Z,1,0,0,1,13.12,13.635,26,36.9974,4,29,33
2011-12-04T10:00:00Z,4,0,0,1,13.12,16.665,81,8.9981,36,180,216
2011-09-14T01:00:00Z,3,0,1,1,25.42,29.545,78,6.0032,1,7,8
2012-06-10T18:00:00Z,2,0,0,1,33.62,36.365,38,15.0013,164,326,490
2012-10-09T05:00:00Z,4,0,1,2,15.58,19.695,82,12.998,0,19,19
2011-12-06T01:00:00Z,4,0,1,2,18.86,22.725,88,19.9995,2,14,16
2011-03-17T10:00:00Z,1,0,1,1,18.04,21.97,54,22.0028,9,69,78
2011-08-05T22:00:00Z,3,0,1,1,28.7,32.575,65,15.0013,51,137,188
2011-11-16T22:00:00Z,4,0,1,3,17.22,21.21,88,15.0013,1,45,46
2012-06-06T17:00:00Z,2,0,1,1,25.42,31.06,43,8.9981,72,652,724
2012-06-04T05:00:00Z,2,0,1,1,21.32,25,68,0,2,33,35
2011-10-06T19:00:00Z,4,0,1,1,21.32,25,59,7.0015,38,305,343
2012-08-10T18:00:00Z,3,0,1,1,31.16,35.605,62,19.9995,88,552,640
2011-01-14T07:00:00Z,1,0,1,1,4.1,6.06,74,11.0014,0,70,70
2011-01-17T13:00:00Z,1,1,0,2,7.38,9.85,47,8.9981,13,80,93
2012-10-11T18:00:00Z,4,0,1,1,18.86,22.725,44,11.0014,64,628,692
2011-12-03T16:00:00Z,4,0,0,1,15.58,19.695,46,0,75,230,305
2011-10-13T23:00:00Z,4,0,1,2,23.78,27.275,88,12.998,2,45,47
2011-05-07T03:00:00Z,2,0,0,1,17.22,21.21,77,6.0032,9,9,18
2011-08-14T01:00:00Z,3,0,0,3,26.24,28.79,89,15.0013,16,57,73
2011-02-10T05:00:00Z,1,0,1,2,4.92,6.06,50,15.0013,0,6,6
2011-11-11T01:00:00Z,4,1,0,1,13.12,15.15,57,22.0028,3,16,19
2012-09-07T22:00:00Z,3,0,1,1,28.7,33.335,74,15.0013,52,247,299
2012-11-16T14:00:00Z,4,0,1,1,17.22,21.21,35,7.0015,47,204,251
2011-08-15T11:00:00Z,3,0,1,2,29.52,34.09,62,16.9979,41,112,153
2011-07-18T02:00:00Z,3,0,1,1,27.06,30.305,83,15.0013,2,8,10
2012-05-16T17:00:00Z,2,0,1,1,29.52,33.335,51,12.998,104,769,873
2012-12-12T23:00:00Z,4,0,1,2,11.48,13.635,56,15.0013,3,76,79
2011-02-17T01:00:00Z,1,0,1,1,13.94,15.91,53,15.0013,0,6,6
2011-10-09T08:00:00Z,4,0,0,1,18.86,22.725,88,0,25,82,107
2011-04-09T11:00:00Z,2,0,0,2,14.76,18.18,81,0,51,91,142
2012-11-17T02:00:00Z,4,0,0,1,10.66,12.88,65,12.998,8,41,49
2012-06-09T01:00:00Z,2,0,0,1,26.24,31.06,53,6.0032,34,89,123
2011-03-19T13:00:00Z,1,0,0,1,20.5,24.24,34,31.0009,174,127,301
2011-12-14T15:00:00Z,4,0,1,2,15.58,19.695,54,7.0015,24,143,167
2011-06-10T20:00:00Z,2,0,1,1,31.16,35.605,62,7.0015,53,197,250
2011-10-13T22:00:00Z,4,0,1,1,25.42,28.79,83,12.998,13,101,114
2012-12-08T06:00:00Z,4,0,0,2,14.76,18.18,93,7.0015,1,19,20
2012-02-16T07:00:00Z,1,0,1,2,12.3,15.15,70,8.9981,3,285,288
2011-05-13T00:00:00Z,2,0,1,2,21.32,25,83,11.0014,6,46,52
2011-05-06T14:00:00Z,2,0,1,1,24.6,31.06,40,30.0026,86,127,213
2011-07-01T09:00:00Z,3,0,1,1,30.34,32.575,35,11.0014,58,202,260
2011-05-19T22:00:00Z,2,0,1,3,20.5,24.24,82,19.9995,11,68,79
2012-06-19T18:00:00Z,2,0,1,1,32.8,37.88,55,11.0014,91,704,795
2012-06-08T23:00:00Z,2,0,1,1,26.24,31.06,57,11.0014,52,163,215
2011-02-15T09:00:00Z,1,0,1,1,9.02,9.85,29,30.0026,2,108,110
2012-11-11T10:00:00Z,4,0,0,1,16.4,20.455,69,7.0015,133,272,405
2012-01-02T00:00:00Z,1,1,0,1,16.4,20.455,40,31.0009,8,31,39
2012-08-15T08:00:00Z,3,0,1,2,28.7,32.575,65,19.0012,40,642,682
2011-12-08T16:00:00Z,4,0,1,1,13.12,15.91,45,12.998,7,201,208
2011-05-07T04:00:00Z,2,0,0,1,16.4,20.455,82,7.0015,1,4,5
2012-10-12T22:00:00Z,4,0,1,1,16.4,20.455,47,19.9995,17,143,160
2012-10-11T14:00:00Z,4,0,1,1,21.32,25,32,6.0032,78,270,348
2012-12-03T22:00:00Z,4,0,1,1,17.22,21.21,82,7.0015,5,139,144
2011-04-16T09:00:00Z,2,0,0,3,16.4,20.455,100,19.9995,2,27,29
